store_key,storename,address,telno,region_name,provice_name,city_muni_name,latitude,longitude
"797","Old Balara","986 Tandang Sora Avenue Old Balara Quezon City","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.6638496","121.0698273"
"798","C5 DAMAYAN","Blk.51 Lot 8 Brgy. Pinagsama,Phase 2 Taguig City","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF TAGUIG","14.5265663","121.0562653"
"801","RIVERBANKS 2","73 A Bonifacio corner Chorillo Street Brgy Barangka Marikina City","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","CITY OF MARIKINA","14.6328408","121.0821587"
"802","MARKET AVENUE","Seven Eleven, Market Avenue corner","(63) 09323740778","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","CITY OF PASIG","14.5637361","121.085026"
"805","East Avenue","NCHP Bldg Edsa corner East Avenue Pinyahan Quezon City","(02) 4359364","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.632964","121.0453045"
"806","Villaflor Hospital","National Rd Mc Arthur Hiway Mayombo District Dagupan City, Pangasinan","(02) 0000000","REGION I (ILOCOS REGION)","PANGASINAN","CITY OF DAGUPAN","16.0371988","120.3472011"
"807","Urdaneta 3","Mc Arthur Highway San Vicente Urdaneta City Pangasinan","(02) 0000000","REGION I (ILOCOS REGION)","PANGASINAN","CITY OF URDANETA","15.9866334","120.5724402"
"808","Binmaley","Poblacion Binmaley Pangasinan","(02) 0000000","REGION I (ILOCOS REGION)","PANGASINAN","BINMALEY","16.0279996","120.2697646"
"809","PALIPARAN 2","Paliparan Road, Paliparan 3 Dasmarinas Cavite","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","CITY OF DASMARINAS","14.3207108","120.9845458"
"810","MACABEBE","Poblacion Macabebe Pampanga","(63) 09422156632","REGION III (CENTRAL LUZON)","PAMPANGA","MACABEBE","14.9079513","120.7155929"
"811","Tanauan 3","JP Laurel Highway corner Molave Street Tanauan Batangas City","(043) 7848692","REGION IV-A (CALABARZON)","BATANGAS","CITY OF TANAUAN","14.0803236","121.1506173"
"812","Paciano","Paciano Highway Brgy Paciano Rizal Calamba Laguna","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","CITY OF CALAMBA","14.2138321","121.1370657"
"813","Caltex Binan","Manabat Street San Antonio Binan City Laguna","(049) 5119051","REGION IV-A (CALABARZON)","LAGUNA","CITY OF BINAN","14.3348761","121.0865016"
"814","Lian","Lian Batangas","(043) 2153024","REGION IV-A (CALABARZON)","BATANGAS","LIAN","14.0394794","120.6520083"
"815","Pila Highway","Brgy Labuin","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","PILA","14.2445678","121.3690689"
"817","Malinta 3","Mc Arthur Highway cor Gov Santiago Malinta Valenzuela City","(02) 3847149","NATIONAL CAPITAL REGION (NCR)","NCR, THIRD DISTRICT","CITY OF VALENZUELA","14.692569","120.9642009"
"818","Lucban 2","Brgy Tinamnan, lucban Quezon","(02) 0000000","REGION IV-A (CALABARZON)","QUEZON","LUCBAN","14.1121407","121.5594023"
"819","St. Lukes 2","St Lukes Medical Bldg E Rodriguez Sr Quezon City","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.6223631","121.023899"
"821","City Place Square","CS-1 City Place Square, Binondo Manila","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","CITY OF MANILA","BINONDO","14.60482","120.97235"
"823","Binalonan Crossing","Mc Arthur Highway Binalonan Pangasinan","(02) 0000000","REGION I (ILOCOS REGION)","PANGASINAN","BINALONAN","16.0468479","120.5866204"
"824","St. Aquinas","General Malvar Avenue, Sto Tomas Batangas","(02) 0000000","REGION IV-A (CALABARZON)","BATANGAS","SANTO TOMAS","14.1080934","121.141275"
"825","LUCENA 3","Quezon Avenue Barangay X1 Lucena City","(02) 0000000","REGION IV-A (CALABARZON)","QUEZON","CITY OF LUCENA (Capital)","13.9414695","121.6133076"
"826","Phoenix","Phoenix Lucena, Maharlika Highway Lucena city","(02) 0000000","REGION IV-A (CALABARZON)","QUEZON","CITY OF LUCENA (Capital)","13.9460529","121.6315125"
"827","Tagaytay City Market","City Market Tagaytay Sta Rosa Road Brgy San Francisco Tagaytay City","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","CITY OF TAGAYTAY","14.1270734","120.9806689"
"828","Bay","Barangay Dila Bay Laguna","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","BAY","14.1808154","121.2853671"
"829","Areza","Areza Compound National Highway Canlaylay Binan Laguna","","REGION IV-A (CALABARZON)","LAGUNA","CITY OF BINAN","14.3373833","121.0754848"
"829","Areza","Natioanl Highway Brgy Canlalay","","REGION IV-A (CALABARZON)","LAGUNA","CITY OF BINAN","14.3373833","121.0754848"
"830","Total Cutcut","Friendship Highway corner Poinsenttia Street Angeles Pampanga","(02) 0000000","REGION III (CENTRAL LUZON)","PAMPANGA","CITY OF ANGELES","15.1294334","120.5758103"
"831","ECC MARCOS HI-WAY","Marcos Highway Baguio City","(02) 0000000","CORDILLERA ADMINISTRATIVE REGION (CAR)","BENGUET","CITY OF BAGUIO","16.4009265","120.5917803"
"834","REMINGTON HOTEL","Ground Floor Shop 2, Remington Hotel, Newport City","(02) 00000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","PASAY CITY","14.5180658","121.0198749"
"835","BANAUE 2","Banaue corner Quezon Blvd Quezon City","(02) 3845942","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.6239414","121.0078406"
"836","Torre Venecia","G/F Torre Venezia Tower Scout Santiago cor Timog Avenue Laging Handa Quezon City","(02) 3814091","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.6358177","121.0291948"
"837","TIAONG STOP OVER","Villa Escudero Maharlika Highway Brgy Lalig Tiaong Quezon","(02) 0000000","REGION IV-A (CALABARZON)","QUEZON","TIAONG","13.9823516","121.327693"
"838","Mariveles","2nd Flr DRBJ Bldg Zamora Street Poblacion Mariveles Bataan","(02) 0000000","REGION III (CENTRAL LUZON)","BATAAN","MARIVELES","14.4342132","120.4862032"
"839","Total Tarlac","Km 120 Mac Arhur Hiway San Rafael Tarlac","(02) 0000000","REGION III (CENTRAL LUZON)","TARLAC","CITY OF TARLAC (Capital)","15.4581818","120.5995287"
"841","United Paranaque 2","Lot 2 Block 1 Km 15 Iba Street Tindalo Street San Martin De Pores United Paranaque 2 Parañaque City","(02) 8236633","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF PARANAQUE","14.4934833","121.0429063"
"842","Naguillan Poblacion","Naguillan Road corner Rimando Street Naguillan","(02) 0000000","REGION I (ILOCOS REGION)","LA UNION","NAGUILIAN","16.5310968","120.3929142"
"843","Mayapa 2","#069 Don Bosco Street Mayapa Calamba City Laguna","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","CITY OF CALAMBA","14.2115671","121.1237966"
"845","PLARIDEL WALTERMART","Banga 1","(02) 0000000","REGION III (CENTRAL LUZON)","BULACAN","PLARIDEL","14.8822729","120.8662501"
"846","Tanza 3","Paradahan Tanza Cavite Brgy. Paradahan","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","TANZA","14.3205315","120.8609985"
"847","ALAMINOS","Poblacion Alaminos  City Pangasinan","(63) 09177502757","REGION I (ILOCOS REGION)","PANGASINAN","CITY OF ALAMINOS","16.154714","119.98042"
"849","Caltex San Simon","Mc Arthur Hi-Way Sta Monica San Simon Pampanga","(02) 0000000","REGION III (CENTRAL LUZON)","PAMPANGA","SAN SIMON","14.9880679","120.7479024"
"850","AIRPORT RD","Roxas Boulevard coner Airport Road, Baclaran","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF PARANAQUE","14.5271086","120.9940229"
"851","Lopez","Maharlika corner San Isidro Street Lopez Quezon","(02) 0000000","REGION IV-A (CALABARZON)","QUEZON","LOPEZ","13.8848372","122.2601249"
"852","Bucandala","NIA Road Bucandala 3 Imus Cavite","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","CITY OF IMUS","14.4060588","120.9253615"
"853","TAYUG","Bonifacio Street Tayug Pangasinan","(63) 09328537110","REGION I (ILOCOS REGION)","PANGASINAN","TAYUG","16.0268038","120.7459365"
"854","NAGA 4","Liboton St., cor Jacob St. Naga City Camarines Sur","(02) 00000000","REGION V (BICOL REGION)","CAMARINES SUR","CITY OF NAGA","13.633956","123.190286"
"855","UERM","#80 R. Magsaysay Blvd Extention Quezon City","(02) 00000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.6080002","121.0214019"
"856","Guimba","Sta Veronica District Guimba Nueva Ecija","(02) 0000000","REGION III (CENTRAL LUZON)","NUEVA ECIJA","GUIMBA","15.6596825","120.763678"
"857","Dita","Margarita Commercial Center Purok 7 Brgy Dita Sta Rosa City Laguna","(63) 09175875586","REGION IV-A (CALABARZON)","LAGUNA","CITY OF SANTA ROSA","14.2807825","121.1205765"
"859","LANDAYAN","Brgy Sepulcro Shrine Subd Landayan Highway San Pedro Laguna","(02) 00000000","REGION IV-A (CALABARZON)","LAGUNA","CITY OF SAN PEDRO","14.3513529","121.0636061"
"860","ASUNCION","Asuncion Street corner Zaragoza Street Divisoria Tondo Manila","(02) 00000000","NATIONAL CAPITAL REGION (NCR)","CITY OF MANILA","TONDO I/II","14.6037091","120.9661999"
"863","TANAUAN 4","A. Mabini Avenue Tanauan City","(02) 00000000","REGION IV-A (CALABARZON)","BATANGAS","CITY OF TANAUAN","14.0835183","121.1456827"
"864","LEGISLATIVE BLDG","Rizal Street corner Hilario Street Tarlac City","(02) 0000000","REGION III (CENTRAL LUZON)","TARLAC","CITY OF TARLAC (Capital)","15.4866403","120.589479"
"865","PEREZ","Inong's Bldg Governors Drive corner Hugo Perez Drive","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","CITY OF TRECE MARTIRES (Capital)","14.2820665","120.8903951"
"866","Gumaca","A Bonifacio Street corner Gen Luna St Brgy Rizal Gumaca Quezon","(042) 3177853","REGION IV-A (CALABARZON)","QUEZON","GUMACA","13.920541","122.0991926"
"868","ARMSTRONG AVENUE","160 Armstrong Ave., Cor E. Rodriguez Moonwalk Village, Brgy Moonwalk Parañaque City","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF PARANAQUE","14.4977461","121.0128695"
"869","FINMAN","Finman bldg Tordesillas St. Salcedo Village Makati","(02) 3838616","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF MAKATI","14.5609427","121.0241571"
"870","Soho Central","Units 12/13, Level 1, Soho Central, Green Field District, Mandaluyong City","(02) 3837245","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","CITY OF MANDALUYONG","14.5794046","121.0556048"
"871","Almanza Uno","481 Real Street Almanza Uno Las Pinas City","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF LAS PINAS","14.4350217","121.0108778"
"872","Total San Pablo","Maharlika Highway Brgy San Rafael San Pablo City Laguna","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","CITY OF SAN PABLO","14.0707294","121.3029829"
"873","Lipa Cathedral","San Sebastian Cathedral, Lipa City","(02) 0000000","REGION IV-A (CALABARZON)","BATANGAS","CITY OF LIPA","13.9408497","121.1643571"
"874","Kidney Center","National Kidney & Transplant Isntitute East Avenue Quezon City","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.647023","121.047933"
"875","MENZY LAND","Barangay Mojon Malolos Bulacan","(63) 00","REGION III (CENTRAL LUZON)","BULACAN","CITY OF MALOLOS (Capital)","14.8670526","120.8211736"
"876","Magalang Pampanga","Sta Cruz Poblacion Magalang Pampanga","(02) 0000000","REGION III (CENTRAL LUZON)","PAMPANGA","MAGALANG","15.2134873","120.6592254"
"877","Red Planet Malate","1740 A Mabini Street Malate Manila","(02) 3548853","NATIONAL CAPITAL REGION (NCR)","CITY OF MANILA","MALATE","14.5712275","120.9844124"
"878","SHELL DIVERSION","Roxas Avenue Triangulo , Naga City Camarines Sur","(63) 09325468900","REGION V (BICOL REGION)","CAMARINES SUR","CITY OF NAGA","13.6153334","123.1919892"
"880","Alfonso","Mabini St. Poblacion II,","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","MARAGONDON","14.1378476","120.8561725"
"882","Atimonan Poblacion","G/F Renegado Property Rizal St corner Quezon Street Atimonan Quezon","(02) 0000000","REGION IV-A (CALABARZON)","QUEZON","ATIMONAN","14.0020481","121.9207938"
"883","MADAPDAP","San Fernando Ave corner Porac Avenue Madapdap","(02) 0000000","REGION III (CENTRAL LUZON)","PAMPANGA","MABALACAT CITY","15.2250601","120.6135223"
"885","SAN FABIAN","3 Zamudio Street Cayanga San Fabian Pangasinan","(63) 09433933234","REGION I (ILOCOS REGION)","PANGASINAN","SAN FABIAN","16.1116347","120.5439972"
"886","LIBMANAN","G/F Dy Property Poblacion Street corner Bigaon Street Libmanan Camarines Sur","(02) 0000000","REGION V (BICOL REGION)","CAMARINES SUR","LIBMANAN","13.693693","123.0598941"
"887","San Antonio","Nationl Highway corner Madarang Rizal San Antonio Zambales","(63) 9237222132","REGION III (CENTRAL LUZON)","ZAMBALES","SAN FELIPE","14.9482805","120.0889663"
"888","DMMMSU LA UNION","Zarsadias Property Mgmt Bldg National Hi-way Sevilla San Fernando City La Union","(02) 0000000","REGION I (ILOCOS REGION)","LA UNION","CITY OF SAN FERNANDO (Capital)","16.606511","120.3175547"
"889","Eastern Petroleum","Eastern Subic Station Argonaut Highway corner Rizal Highway, Subic Bay Freeport Zone","(02) 0000000","","","","14.8227592","120.298427"
"890","LIMA TECH","Santiago Malvar Batangas","(02) 0000000","REGION IV-A (CALABARZON)","BATANGAS","MALVAR","14.0085334","121.1656344"
"893","FAMY","Barangay Calumpang Famy Laguna","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","FAMY","14.4355497","121.4493795"
"894","Macabling","Altissima Business Center old National Highway Macabling City of Sta Rosa Laguna","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","CITY OF SANTA ROSA","14.3058173","121.1022443"
"895","CUENCA BATANGAS","National Highway Poblacion 1 Cuenca  Batangas","(02) 4267186","REGION IV-A (CALABARZON)","BATANGAS","SAN JOSE","13.8981448","121.0508053"
"896","KATIPUNAN","41 E Abada St corner Alvero Strret Loyola Heights Quezon City","(02) 4267186","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.6363424","121.0729774"
"897","LUCENA 4","M L Tagarao Street Brgy Iyam Lucena City","(02) 0000000","REGION IV-A (CALABARZON)","QUEZON","CITY OF LUCENA (Capital)","13.9343917","121.604315"
"898","SAN CARLOS 2","33 Rizal Street San Carlos City Pangasinan San Carlos City","(075) 6341979","REGION I (ILOCOS REGION)","PANGASINAN","CITY OF SAN CARLOS","15.928107","120.3483679"
"899","SOTTO","Unit 117 Sotto Yvienco Bldg 910 Gonzales Street corner General Luna Ermita Manila","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","CITY OF MANILA","MALATE","14.5819133","120.9862743"
"900","CATANUAN","Poblacion 10, Catanauan, Quezon","(02) 0000000","REGION IV-A (CALABARZON)","QUEZON","CATANAUAN","13.5953927","122.3231829"
"901","GEN. TRIAS POBLACION","Sampalukan Street Poblacion Gen Trias Cavite","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","CITY OF GENERAL TRIAS","14.3865137","120.8799224"
"902","SITIO GITNA","986 Gen Luis Street corner P. De La Cruz Street Brgy Kaybiga  Caloocan City","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, THIRD DISTRICT","CITY OF CALOOCAN","14.7198994","121.0150721"
"903","OYG Bldg","OYG Bldg B Mendoza Street Sto Rosario City of San Fernando Pampanga","(63) 09328742386","REGION III (CENTRAL LUZON)","PAMPANGA","CITY OF SAN FERNANDO (Capital)","15.031916","120.689396"
"904","Langkaan","Governors Drive cor Langkaan Drive Langkaan Dasmarinas Cavite","(02) 00000000","REGION IV-A (CALABARZON)","CAVITE","CITY OF DASMARINAS","14.2940174","120.9389508"
"906","ASEANA","Aseana One BRADCO Avenue Paranaque City","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF PARANAQUE","14.5290311","120.9916296"
"908","DINALUPIHAN","#3 San Ramon Highway Dinalupihan Bataan","(63) 09433205095","REGION III (CENTRAL LUZON)","BATAAN","DINALUPIHAN","14.8677017","120.4616515"
"909","PLAZA 66","Plaza 66 New Port City Pasay City","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","PASAY CITY","14.5244117","121.0134264"
"911","BALAYAN 2","Antorcha St.,Corner Paz St., Balayan, Batangas","(02) 0000000","REGION IV-A (CALABARZON)","BATANGAS","BALAYAN","13.9394423","120.7315624"
"912","CALAMBA SCIENCE PARK","National Highway Brgy Real Calamba City","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","CITY OF CALAMBA","14.1954724","121.1442218"
"913","PAGSAWITAN","National Road Brgy Pagsawitan Sta Cruz Laguna","(02) 00000000","REGION IV-A (CALABARZON)","LAGUNA","SANTA CRUZ (Capital)","14.2656827","121.4262802"
"914","NABUA","Sampaguita Bldg San Roque Nabua Camarines Sur","(63) 09322569433","REGION V (BICOL REGION)","CAMARINES SUR","NABUA","13.4066856","123.373125"
"915","ALAMINOS LAGUNA","Del Pilar St., Alaminos, Laguna","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","ALAMINOS","14.0630594","121.2457073"
"916","GMA 2","Blk 02 Lot 3 Poblacion 1 GMA Cavite","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","GEN. MARIANO ALVAREZ","14.2930803","121.0056653"
"919","San Felipe","National Highway San Felipe Zambales","(02) 0000000","REGION III (CENTRAL LUZON)","ZAMBALES","MASINLOC","15.0611509","120.0699835"
"920","MALVAR POBLACION","Poblacion, Malvar, Batangas","(02) 0000000","REGION IV-A (CALABARZON)","BATANGAS","CITY OF TANAUAN","14.0448362","121.1584859"
"922","ANGONO MEDICS","Quezon Ave. Hihgway, Brgy. San Isidro, Agono Rizal","(02) 0000000","REGION IV-A (CALABARZON)","RIZAL","ANGONO","14.5310795","121.1531807"
"924","TAWILISAN","Brgy Bihis Tawilisan Taal Batangas","(02) 0000000","REGION IV-A (CALABARZON)","BATANGAS","TAAL","13.8797725","120.9644093"
"925","TUY","Rizal Street , Tuy Batangas","(63) 09985934581","REGION IV-A (CALABARZON)","BATANGAS","TUY","14.0198594","120.7294006"
"926","Sangley Point","Dra. Salamanca St. Sangley Point, Cavite City","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","CITY OF CAVITE","14.4901411","120.9029961"
"927","DASMA 4","B61 L1 Brgy., San Juan, Dasmarinas City, Cavite","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","CITY OF DASMARINAS","14.340345","120.9488538"
"928","Arayat Pampanga","Mangga-Cacutud Road, Poblacion, Arayat, Pampanga","(02) 0000000","REGION III (CENTRAL LUZON)","PAMPANGA","ARAYAT","15.148868","120.7689503"
"929","Calauan","Brgy. Kanluran, Calauan, Laguna","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","CALAUAN","14.1458668","121.3146293"
"930","Caltex Sto. Tomas","Maharlika Highway Brgy. San Antonio, Sto. Tomas, Batangas","(02) 0000000","REGION IV-A (CALABARZON)","BATANGAS","SANTO TOMAS","14.1092059","121.1462945"
"931","Gagfa IT","G/F Gagfa Bldg Cabahug Street Mabolo","(02) 0000000","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF CEBU (Capital)","10.32539","123.9198"
"932","IMEZ 2","Lot 8 Pueble Verde Mactan Economic Zone 11 Basak Lapu Lapu City","(02) 0000000","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF LAPU-LAPU (OPON)","10.30133","123.9629"
"933","UCLM","MYFC Bldg Looc Mandaue City,Cebu","(02) 2360938","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF MANDAUE","10.32577","123.9523"
"934","JY Mall","G/F JY Square IT Bldg Salinas Drive corner Gorordo Avenue Lahug Cebu City","(02) 0000000","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF CEBU (Capital)","10.330016","123.898535"
"935","Tune Hotel Cebu","36 Archibishop Reyes Avenue Cebu City","(02) 0000000","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF CEBU (Capital)","10.31783","123.9025"
"936","Pilar Bataan","Gov J Linao Road Panilao Pilar Bataan","(02) 00000000","REGION III (CENTRAL LUZON)","BATAAN","PILAR","14.6682068","120.5522268"
"937","VRP SIERRA MADRE","Sierra Madre St., Brgy Highway Hills Mandaluyong City","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","CITY OF MANDALUYONG","14.5767865","121.0496892"
"938","IBAAN","J. Pastor St. Poblcion, Ibaan, Batangas","(02) 0000000","REGION IV-A (CALABARZON)","BATANGAS","IBAAN","13.8183094","121.1335022"
"939","SAMAL BATAAN","Brgy Poblacion Samal Bataan","","REGION III (CENTRAL LUZON)","BATAAN","SAMAL","14.7690358","120.5428674"
"940","RADA","G/F HRC Center 104 Rada Street Legaspi Village Makati City","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF MAKATI","14.5560566","121.0185551"
"941","Sariaya 2","Maharlika Highway, Brgy., Santo Cristo, Sariaya, Quezon","(02) 0000000","REGION IV-A (CALABARZON)","QUEZON","SARIAYA","13.9386872","121.4894886"
"942","MUNOZ NUEVA ECIJA","Pulido Bldg Poblacion East Science City of Munoz Nueva Ecija","(63) 09238891291","REGION III (CENTRAL LUZON)","NUEVA ECIJA","SCIENCE CITY OF MUNOZ","15.712547","120.9046241"
"946","Cebu Capitol","Don Gil Garcia cor N. Escario Street Cebu City","(02) 0000000","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF CEBU (Capital)","10.31578","123.8902"
"947","CDU","CDU Dr Larrazabal Avenue N. R A. Mandaue City Cebu","(02) 0000000","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF MANDAUE","10.320948","123.933743"
"948","ESCARIO","N Escario Street Kamputhaw Cebu City","(02) 0000000","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF CEBU (Capital)","10.31749","123.8939"
"950","Big Foot","Big Foot Bldg F Ramos Street Cogon Cebu City","(02) 0000000","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF CEBU (Capital)","10.3067","123.8969"
"951","SAN AGUSTIN","San Agustin Sto Tomas Batangas","(02) 000000","REGION IV-A (CALABARZON)","BATANGAS","SANTO TOMAS","14.0659391","121.2077858"
"952","Montalban Burgos","J.P Rizal cor. Montana drive, Brgy. Burgos, Montalban Rizal","(02) 0000000","REGION IV-A (CALABARZON)","RIZAL","RODRIGUEZ (MONTALBAN)","14.7150775","121.1362462"
"953","SAN JOSE BATANGAS","Makalintal Ave Poblacion 3 San Jose Batangas","(02) 0000000","REGION IV-A (CALABARZON)","BATANGAS","SAN JOSE","13.8784055","121.103867"
"954","MATATALAIB","G/F Gleabo Bldg Sitio Buno Matatalaib Tarlac City","(02) 0000000","REGION III (CENTRAL LUZON)","TARLAC","CITY OF TARLAC (Capital)","15.4973902","120.6008224"
"955","Victoria","Tarlac-Victoria Highway, Victoria, Tarlac","(02) 0000000","REGION III (CENTRAL LUZON)","TARLAC","VICTORIA","15.5768168","120.6829837"
"956","Candaba","Main Road Poblacion Candaba Pampanga","(02) 0000000","REGION III (CENTRAL LUZON)","PAMPANGA","CANDABA","15.0927985","120.8275279"
"957","Bamban","Mc Arthur Highway Anupul Bamban Tarlac","(02) 0000000","REGION III (CENTRAL LUZON)","TARLAC","BAMBAN","15.2883698","120.5701803"
"959","JAEN","Poblacion Jaen Nueva Ecija","(02) 0000000","REGION III (CENTRAL LUZON)","NUEVA ECIJA","JAEN","15.3387661","120.9118232"
"961","La Paz","San Isidro La Paz Tarlac","(02) 0000000","REGION III (CENTRAL LUZON)","TARLAC","LA PAZ","15.442939","120.7285681"
"962","Masapang","National Highway Brgy Masapang Victoria Laguna","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","VICTORIA","14.186951","121.3355917"
"963","BAYANI ROAD","1 Bayani Road corner Diego Silang Street  Western Bicutan Taguig City","(02) 000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF TAGUIG","14.5255734","121.0432765"
"965","SINILOAN","L De Leon Street Siniloan Laguna","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","SINILOAN","14.4163167","121.4464432"
"968","TAGUDIN ILOCOS SUR","San Anselmo Street Rizal Tagudin Ilocos Sur","(02) 0000000","REGION I (ILOCOS REGION)","ILOCOS SUR","TAGUDIN","16.9337116","120.4453927"
"969","ENTEC BLDG","103 G/F Entec Bldg Teresa Avenue corner Don Juan Nepo Commercial Complex Cutcut","(02) 0000000","REGION III (CENTRAL LUZON)","PAMPANGA","CITY OF ANGELES","15.1330358","120.5865796"
"970","Orani Bataan","Poblacion Centro 1 Orani Bataan","(02) 0000000","REGION III (CENTRAL LUZON)","BATAAN","ORANI","14.8009682","120.5364181"
"971","Pila Poblacion","Rizal St., Sta. Clara Sur","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","PILA","14.2337839","121.3638324"
"973","LP District Hospital","GF 387 389 Padre Diego Cera Avenue Brgy Pulang Lupa Las Pinas City","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF LAS PINAS","14.4715203","120.9742791"
"974","SPLENDOR PLACE","Ground Flr Splendor Place Nakpil Street corner J. Bocobo Malate Manila","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","CITY OF MANILA","MALATE","14.5717413","120.9859615"
"976","SAN VICENTE","Brgy Banay Banay San Vicente Lipa City Batangas","(02) 0000000","REGION IV-A (CALABARZON)","BATANGAS","BAUAN","13.9317259","121.113903"
"977","Pansol 2","National Highway, Bagong Kalsada, Calamba, Laguna","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","CITY OF CALAMBA","14.1731548","121.2001507"
"978","NAIC 2","A. Soriano Highway Naic, Cavite","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","NAIC","14.3266678","120.775447"
"979","Phoenix Bacoor","Aguinaldo Highway cor Hawaii St Brgy Salinas  Bacoor Cavite","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","CITY OF BACOOR","14.437374","120.948767"
"980","Legazpi Centro","V and O Bldg Lapu Lapu Street legaspi City","(02) 0000000","REGION V (BICOL REGION)","ALBAY","CITY OF LEGAZPI (Capital)","13.1464234","123.7536141"
"981","LB SQUARE","Los Banos Square Lopez Drive Batong Malaki Los Banos Laguna","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","LOS BANOS","14.169305","121.244457"
"982","RM OLONGAPO","RM Centerpoint Bldg. Brgy. East Tanipac Magsaysay Drive Olongapo City","(02) 0000000","REGION III (CENTRAL LUZON)","ZAMBALES","CITY OF OLONGAPO","14.8306185","120.2807887"
